orig_idx,combined_lower,has_unilateral,has_bilateral
876,"pulpectomy [sep] root canal therapy, tooth pulp removal, dental nerve extraction, decay removal from tooth core, inner tooth tissue removal, endodontic procedure, tooth nerve treatment, pulp tissue extraction, root canal treatment, dental pulp surgery, tooth nerve cleaning, inner tooth surgery [sep] rc, rct, pulp ext, endo, root canal, pulp removal, tooth nerve, dental pulp, pulp therapy, endodontic, tooth nerve prep",0,0
877,"pulpotomy [sep] tooth nerve removal, nerve takedown in baby teeth, pulp removal in primary teeth, baby tooth nerve extraction, root pulp removal, little tooth nerve surgery, pediatric nerve excision, tooth nerve cut, small tooth nerve procedure, children’s tooth nerve treatment, tooth nerve removal for cavity, pulp trimming [sep] pulpotomy, primary pulpotomy, baby tooth pulp, primary tooth nerve, baby tooth nerve, pediatric pulp, pulp capping, baby tooth resection",0,0
878,"rct-additional charges chronic [sep] clinical trial additional billing charges for chronic conditions, research study extra costs for long-term illness, experimental treatment supplementary fees for chronic disease, patient billing for ongoing research-related expenses, study-associated charges for chronic health issues, research-related cost additions for long-term illnesses, clinical research extra fee for chronic patient management, additional research charges for chronic condition treatment, trial-specific billing for ongoing chronic conditions, research procedure supplementary costs for chronic illnesses, extra charges for clinical trial chronic phase, research billing for persistent health conditions [sep] rct-add, cr-chrg, scr-chrg, research-chg, study-chg, clin-trial-chg, chronic-cost, clin-res-chg, trial-chg, research-fee, ext-research-chg",0,0
879,"restoration class ii posterior [sep] posterior restoration class 2, back tooth rebuild stage 2, second-stage posterior tooth repair, rear dental restoration phase 2, secondary posterior restoration, advanced posterior filling, rear tooth reconstruction, upper-tier back tooth fix, post-treatment posterior dental work, secondary-stage back tooth repair, posterior cavity restoration, restoration of back molar stage 2 [sep] posterior class ii, pst class ii, post class ii, p2 restor, post p2, molar stage 2, back tooth rst, post stage 2, rear tooth repr, 2° post rest, back molar fix, p2 restoration",0,1
880,"restorations class 1 posterior [sep] dental restoration class 1 posterior, cavity filling back teeth, cosmetic dental repair molars, tooth repair for deep decay, simple cavity restoration, filling repair rear teeth, tooth surface restoration, minimal invasive dental filling, posterior tooth cavity treatment, back tooth filling procedure, tooth restoration for cavity, dental repair for posterior teeth [sep] p1 posterior, posterior filling, deep decay fill, minimal invasive filling, back tooth restoration, cavity repair posterior, tooth surface repair, posterior cavity fill",1,0
881,"restorations/fillings miracle mix [sep] dental fillings, tooth restorations, cavity repairs, restorative dental work, composite fillings, dental bonding, dental fillings mixture, tooth rebuilds, filling repair material, restorative paste, dental restoration compound, dental filling blend [sep] dental fill, tooth restoration, cavity repair, composite fill, dental bonding, filling material, restorative paste, dental restoration, fill repair, tooth rebuild, dental blend",0,0
882,"restorations/fillings temporary / sedati [sep] dental fillings, cavity restorations, temporary dental fillings, tooth fillings, cavity sealing, short-term dental restorations, sedative fillings, provisional dental restorations, temporary tooth seals, dental filling placements, reversible dental restorations, quick dental repairs [sep] dft, tdf, temp fill, prov fill, temp rest, sed fill, tooth seal, quick repair",0,0
883,"root canal treatment anterior [sep] root canal surgery, front tooth root therapy, anterior root canal, tooth nerve treatment, dental pulp procedure, front tooth root filling, endodontic therapy for front teeth, cosmetic root canal, upper front tooth root treatment, nerve removal in front tooth, anterior dental root procedure, front tooth root therapy [sep] rct anterior, fc root canal, anterior rct, front tooth rct, upper incisor rct, anterior endo, anterior dental rct",0,0
884,"root canal treatment specialist [sep] root canal therapy, root canal procedure, endodontic treatment, root canal specialist, tooth nerve treatment, root canal therapy for infected tooth, root canal dentist, dental pulp treatment, root canal expert, root canal removal, nerve root canal, root canal intervention [sep] rct, rctx, endo, rct specialist, rct proc, root canal, rct expert, pulp therapy, nerve canal, endo specialist",0,0
885,"rpd acrylic additional tooth [sep] removable partial denture acrylic extension, rpd extra tooth, denture framework additional tooth, removable partial denture supplementary tooth, fake tooth for rpd, acrylic prosthetic tooth addition, partial denture tooth replacement, custom acrylic tooth for rpd, extra tooth in removable denture, non-metallic tooth for partial denture, replacement tooth for removable prosthesis, acrylic tooth attached to partial denture [sep] rpd ext, rpd extra tooth, rpd add tooth, rpd prosthetic tooth, acrylic denture tooth, partial denture tooth, rpd comb, removable denture tooth, non-metallic denture tooth, partial denture replacement, acrylic partial tooth",0,0
886,"scaling-full mouth [sep] comprehensive full mouth dental scaling, thorough cleaning of entire mouth, full-mouth tartar removal, complete dental prophylaxis, whole-mouth deep cleaning, full arch scaling procedure, full-mouth periodontal cleaning, extensive oral plaque removal, full-mouth scaling and polishing, comprehensive gum and teeth cleaning, detailed mouth debridement, full-mouth gum health treatment [sep] fm scaling, full mouth srp, fmdt, fm prophy, fm debridement, g/z cleaning, full mouth plaque, full mouth scaling, full mouth cleaning, full mouth tah, mouth debridement, f-mouth cleanup",0,0
887,"space maintainer [sep] space holder device, dental space maintainer, child’s tooth gap keeper, baby tooth spacer, pediatric tooth gap device, orthodontic space preserve, tongue or lip appliance, preventive tooth gap tool, dental brace for kids, fixed or removable spacer, oral space maintenance device, tooth gap preservation appliance [sep] sm, dent sm, baby tooth spacer, pediatric space maint, orthodontic spacer, space maint, oral space device, pediatric gap device",0,0
888,"splinting [sep] splint application, bone stabilization device, fracture support, external fixation, cast alternative, rigid bandage for injury, hard support wrap, injury immobilization, painless stabilization, non-invasive fracture fix, custom brace fitting, emergency support device [sep] splint, sp, spt, e-fix, cast alt, rigid wrap, inj immobil, bracing, stabilization, emergency splint, non-invasive fix, custom brace, external brace",0,0
889,"unilateral cast partial denture [sep] single-sided dental prosthesis, one-sided partial denture, unilateral false tooth replacement, side-specific dental plate, partial false tooth on one side, limited mouth denture, one-arch removable prosthesis, side-specific tooth bridge, single jaw partial denture, unilateral dental appliance, half-mouth removable denture, one-sided tooth support appliance [sep] ucd, sspd, upd, sdp, otdp, lmd, opr, sbp, sjd, uda, hmd, omp",1,0
890,"extraction of single tooth / ga [sep] single tooth removal under general anesthesia, one-tooth extraction with anesthesia, dental extraction in sleep, tooth removal surgery with anesthesia, simple tooth removal procedure, full anesthesia tooth extraction, single tooth extraction under sedation, tooth pulling in the operating room, outpatient tooth removal with anesthesia, single tooth removal procedure, surgical tooth extraction with anesthesia, general anesthesia dental pull [sep] singletoothextractionga, sde, gat, otextraction, singletoothremoval, gatoothpull, dentalextractionga, ost, textraction, dentalpullga",1,0
891,"fracture jaw [sep] mandibular fracture, broken jaw, jawbone break, mandibular bone injury, lower jaw fracture, facial bone crack, jaw trauma, fractured mandible, jaw repair surgery, upper and lower jaw break, mandible trauma treatment, broken chin [sep] {""annotations"":[], refusal"":null, role"":""assistant""}",0,0
892,"suture removal (medium) [sep] stitch removal, suture extraction, stitch removal procedure, wound stitch removal, thread removal from wound, medical stitch removal, suture taking out, superficial wound closure removal, non-invasive stitch removal, wound suture removal, thread removal treatment, stitch removal for healing [sep] sr, suture removal, suture ext, stitch removal, wound stitch removal, suture takedown, superficial stitch removal, non-invasive stitch removal, thread removal, wound closure removal, stitch extraction",0,0
893,"cryo - a [sep] cryotherapy treatment, cryoablation, cold therapy, freezing procedure, cryo or cryo-tech, tissue freezing, cryogenic therapy, minimally invasive freezing, targeted cold therapy, local tissue destruction, cold-based treatment, cryosurgery [sep] cryo, cryoa, cryotx, cx, cryo-s, cryo-ablation, cryotherapy, coldtherapy, freezing, cryosurgery, localcryo",0,0
894,"cryo - b [sep] cryotherapy, freezing treatment, cryoablation, cold therapy, tissue freezing, cryosurgery, localized freezing procedure, cryo therapy for skin, freezing therapy for lesions, cold-based treatment, cryo-procedure, minimally invasive freezing [sep] cryo, cryoablation, cryotx, cold therapy, cryo procedure, min invasive freezing",0,0
895,"cryo - c [sep] cryotherapy, freezing treatment, cryoablation, cold therapy, tissue freezing, cryosurgery, localized freezing procedure, cryo for lesions, minimally invasive cold therapy, cryo c session, cold destruction, targeted tissue cooling [sep] cryo, cryoablation, cryo c, cryo therapy, tissue freezing, cryo ablation, cold therapy, cryosurgery",0,0
896,"extraction milia upto 20 [sep] milia removal, skin cyst extraction, milia spot treatment, tiny pimple removal, small cyst clearing, superficial skin bump removal, age spot extraction, facial bump treatment, tiny bump removal procedure, milia removal clinic, minor skin cyst procedure, small lump extraction [sep] milia extraction, skin cyst removal, milia removal, superficial skin bumps, small cyst excision, age spot removal, facial bump removal, tiny bump excision, minor skin cyst, small lump removal",0,0
